Flow_Rate,Suction_Pressure,Discharge_Pressure,Vibration_RMS,Bearing_Temperature,Motor_Power,Fluid_Temperature,Cavitation_Index,Pump_Failure
274.46,2.16,11.93,7.55,49.54,59.01,43.78,0.61,1
233.32,2.99,9.13,2.2,25.0,64.35,53.22,2.16,0
284.73,1.79,16.57,2.98,33.45,90.5,41.31,1.06,0
121.82,2.13,9.73,1.95,55.16,81.96,31.77,1.66,0
301.69,1.43,10.69,1.8,59.03,44.3,61.23,1.17,0
171.71,3.1,10.18,1.2,49.96,86.16,45.75,3.17,0
233.69,3.26,12.2,2.72,46.69,80.65,54.53,2.05,0
199.61,2.3,15.43,1.59,58.56,82.42,58.12,2.03,0
191.74,2.32,16.47,3.11,53.71,50.62,22.28,1.33,0
302.24,2.77,11.0,2.18,49.28,63.17,31.36,2.02,0
228.95,3.38,12.95,1.46,35.61,54.13,37.97,3.12,0
265.59,2.75,12.2,5.54,44.87,61.82,45.01,1.01,0
247.89,2.08,9.55,1.1,66.19,86.28,49.17,2.21,0
271.47,1.53,18.06,1.24,43.45,62.1,39.37,1.53,0
253.46,1.83,15.41,0.4,62.96,34.2,52.93,2.77,0
192.27,2.54,12.47,1.66,71.64,54.4,46.09,2.19,0
294.83,2.11,15.95,5.25,45.51,50.18,45.97,0.81,0
227.78,2.62,15.03,5.34,49.66,86.85,37.23,0.99,0
179.95,2.17,12.2,1.35,66.85,47.8,43.16,2.08,0
230.73,1.87,12.81,2.92,69.79,53.89,43.09,1.12,0
317.53,1.79,15.78,3.4,47.26,54.41,49.63,0.96,0
288.26,3.44,9.63,0.51,35.54,83.99,26.83,4.0,0
234.31,3.03,16.18,4.42,70.06,74.41,47.02,1.34,0
234.28,3.54,11.44,0.61,62.01,68.52,23.54,4.0,0
235.53,2.82,15.81,1.44,59.81,63.49,31.47,2.63,0
343.45,2.24,11.99,0.77,65.99,63.23,46.08,2.77,0
267.19,3.29,12.84,2.54,40.78,61.14,31.62,2.18,0
269.35,2.48,11.91,0.99,59.69,90.83,40.27,2.77,0
296.36,2.63,10.67,1.2,51.58,40.99,30.79,2.69,0
260.75,2.47,11.32,3.84,62.23,18.52,45.99,1.21,0
238.34,0.73,15.45,1.33,64.59,66.65,40.47,0.71,0
241.16,3.46,6.21,1.97,66.72,81.04,39.75,2.68,0
246.78,2.79,8.9,0.6,62.18,62.78,51.0,3.77,0
248.32,2.7,10.19,0.42,58.01,30.3,44.17,4.0,0
282.74,2.46,9.3,2.28,58.41,71.19,44.94,1.75,0
252.34,2.6,15.77,1.28,59.4,44.03,51.09,2.57,0
282.97,2.14,15.14,6.16,47.51,40.75,52.12,0.72,0
246.37,2.87,13.48,8.07,50.55,45.33,30.5,0.77,1
253.54,1.72,10.41,0.66,59.83,35.87,47.37,2.25,0
160.08,2.61,15.34,0.44,62.81,63.05,44.33,3.86,0
291.23,2.84,8.03,6.25,47.19,50.28,53.12,0.95,0
265.59,2.38,17.35,2.78,42.08,40.04,27.13,1.48,0
294.91,2.72,10.29,2.23,34.9,95.7,33.09,1.95,0
119.67,1.91,11.34,0.5,39.86,52.03,38.03,2.72,0
343.98,1.92,10.93,7.66,48.53,60.78,54.03,0.54,1
243.72,2.64,9.32,0.96,49.64,83.31,37.13,2.99,0
299.87,2.91,16.81,3.49,51.61,70.16,39.59,1.53,0
203.2,1.38,13.97,3.36,40.54,88.63,33.16,0.75,0
277.57,2.81,15.04,0.4,33.25,49.56,47.84,4.0,0
202.6,2.17,8.94,1.12,56.52,75.71,46.76,2.29,0
221.93,2.38,12.45,0.54,56.52,67.36,34.56,3.33,0
336.13,1.7,13.3,0.4,62.46,74.93,29.55,2.57,0
241.42,1.99,12.68,1.65,64.78,72.67,47.72,1.71,0
259.78,3.08,9.1,0.62,59.71,48.42,45.09,4.0,0
289.15,2.52,14.69,0.96,56.38,102.35,33.36,2.85,0
272.31,2.27,12.3,0.48,65.51,26.09,46.94,3.28,0
256.77,2.43,9.61,1.49,72.09,47.04,46.39,2.22,0
266.42,2.79,7.36,6.13,46.88,70.22,52.3,0.95,0
358.15,2.76,13.52,2.5,64.24,64.36,48.47,1.84,0
247.41,2.45,18.13,1.25,47.51,62.01,36.61,2.45,1
259.05,3.16,9.46,1.86,57.63,70.73,32.38,2.54,0
297.28,3.08,12.43,2.36,67.83,47.36,60.15,2.13,0
299.75,2.75,14.78,2.39,51.72,72.6,34.86,1.89,0
303.42,2.53,8.83,1.54,43.58,58.06,21.66,2.27,0
278.74,2.89,10.8,1.06,49.49,81.01,27.92,3.13,0
198.56,2.69,9.85,3.47,43.56,55.43,19.73,1.42,0
323.5,3.14,14.46,0.7,42.11,67.02,52.21,4.0,0
198.41,3.04,15.31,3.51,69.48,69.56,58.21,1.6,0
263.62,1.89,12.4,1.36,61.39,73.58,42.5,1.81,0
216.06,1.85,9.9,4.45,46.37,60.56,23.96,0.81,0
247.11,2.08,10.89,0.8,43.19,55.7,52.02,2.53,0
264.79,3.09,10.42,0.79,44.02,48.37,44.66,3.78,0
264.46,1.55,9.56,2.03,46.36,67.29,52.31,1.18,0
268.99,2.74,11.74,0.95,68.83,31.54,45.9,3.11,0
322.62,2.72,13.44,6.3,53.68,64.63,26.15,0.9,0
270.41,3.2,13.23,1.09,80.58,65.75,46.61,3.41,0
239.01,2.61,11.98,0.87,54.52,88.11,24.45,3.07,0
293.38,1.69,12.14,2.7,48.09,50.09,32.28,1.07,0
303.53,1.92,11.8,0.4,66.13,62.82,50.33,2.92,0
194.76,1.79,8.76,6.57,34.96,62.39,49.84,0.57,0
276.88,2.18,12.4,3.08,57.26,43.41,30.56,1.26,0
281.55,2.39,10.54,2.37,40.45,59.92,28.6,1.65,0
236.61,1.8,8.63,1.0,28.81,39.88,40.26,2.0,0
311.91,3.38,12.93,1.74,53.59,74.44,60.03,2.83,0
243.25,1.7,10.47,1.12,65.02,68.86,45.61,1.8,0
255.65,3.31,12.57,1.32,57.57,66.47,63.53,3.22,0
242.21,3.21,14.12,3.73,56.12,50.45,38.35,1.61,0
250.7,3.04,9.62,2.56,25.0,81.28,48.83,1.99,0
200.67,2.08,12.23,1.44,53.14,43.73,36.84,1.94,0
185.2,2.71,7.47,0.4,53.26,60.75,32.0,4.0,0
321.75,1.73,15.83,8.36,62.46,42.46,30.48,0.45,1
211.89,3.05,8.6,3.75,42.3,57.25,43.54,1.52,0
205.39,2.46,10.71,1.09,64.96,79.07,52.95,2.62,0
153.1,2.25,15.35,2.23,48.89,67.09,36.73,1.62,0
221.25,1.77,11.41,0.88,51.41,46.18,54.21,2.08,0
190.46,1.01,9.01,1.06,61.34,52.17,58.31,1.1,0
323.89,1.88,13.78,0.99,40.73,54.31,48.68,2.1,0
295.44,3.17,13.73,2.11,64.89,47.49,43.27,2.36,0
219.03,2.26,10.42,1.0,38.74,64.09,33.3,2.51,0
351.36,2.4,10.69,2.04,62.86,92.76,53.03,1.82,0
294.18,2.89,10.91,4.85,52.17,51.61,28.59,1.19,0
235.38,3.58,11.48,0.67,53.15,88.95,46.07,4.0,0
137.53,3.3,7.27,0.67,25.0,59.95,27.11,4.0,0
353.09,1.92,11.55,5.6,47.91,64.83,29.43,0.7,0
187.47,1.33,16.46,3.14,52.48,63.91,39.39,0.76,1
175.96,3.92,9.76,1.94,73.58,34.55,47.04,3.07,0
296.02,3.86,10.54,0.47,54.57,66.82,50.05,4.0,0
359.79,2.61,9.04,0.4,47.16,23.52,40.04,3.96,0
312.29,1.74,13.53,0.86,65.0,63.14,35.82,2.06,0
275.38,3.08,15.01,2.15,48.94,62.44,32.1,2.26,0
276.76,2.44,14.95,3.96,67.39,36.98,47.0,1.17,0
288.4,2.43,8.88,2.1,58.14,60.97,46.61,1.81,0
284.15,3.04,13.25,2.21,44.21,55.61,41.78,2.2,0
262.65,2.7,15.58,4.33,66.25,57.69,43.02,1.21,0
254.69,1.79,13.27,2.68,62.21,57.85,56.02,1.14,0
247.18,2.31,13.2,1.22,65.75,51.16,50.17,2.33,0
216.07,2.9,10.82,1.84,52.81,61.14,25.85,2.35,0
237.37,2.81,12.55,4.04,62.21,72.98,48.88,1.33,0
173.82,2.66,15.09,2.36,78.05,56.42,53.81,1.84,0
245.57,3.06,12.82,5.93,57.06,59.25,31.8,1.07,0
205.51,2.28,8.88,1.02,50.22,69.74,49.48,2.51,0
200.34,2.61,10.86,0.73,73.53,94.04,70.06,3.29,0
258.1,0.5,15.02,2.5,63.01,57.11,44.82,0.33,0
312.64,2.23,12.81,2.07,49.59,34.47,37.64,1.68,0
291.32,2.96,12.3,0.66,75.82,46.55,38.99,3.86,0
179.33,2.27,10.61,1.14,40.56,69.04,41.31,2.37,0
205.47,2.22,14.97,4.88,61.35,82.69,24.23,0.91,0
292.33,1.88,16.16,2.77,68.76,45.81,23.77,1.17,0
205.79,3.1,15.16,1.21,67.86,59.35,42.7,3.16,0
239.89,2.83,15.61,0.83,44.2,60.29,39.51,3.39,0
274.75,3.0,11.1,1.44,40.11,48.47,46.63,2.79,0
206.42,1.46,10.75,3.89,57.75,83.03,37.18,0.71,0
254.74,2.4,11.61,2.01,63.46,77.46,40.83,1.84,0
189.97,2.33,12.1,1.81,42.06,65.16,49.51,1.91,0
222.94,2.33,15.58,4.03,58.62,53.7,17.24,1.1,0
264.39,2.13,14.91,0.7,37.51,74.34,30.84,2.74,0
178.32,2.29,13.35,0.98,67.73,67.71,34.76,2.57,0
269.82,3.01,8.42,2.14,48.14,53.44,38.41,2.22,0
249.12,1.35,7.78,1.81,53.03,74.57,25.83,1.11,0
274.86,3.57,12.6,1.51,65.37,65.54,30.91,3.23,0
260.08,2.79,14.2,4.17,64.25,35.09,46.99,1.29,0
311.39,2.47,11.8,0.4,60.69,45.12,44.65,3.75,0
255.64,3.04,16.79,0.76,67.35,40.06,15.0,3.79,0
230.68,1.63,9.29,2.96,59.91,75.47,37.75,0.97,0
255.5,2.1,8.98,1.33,72.37,49.47,38.58,2.04,0
274.45,2.43,10.34,7.74,34.47,69.41,30.87,0.67,1
252.2,3.32,10.24,4.31,54.29,92.58,38.58,1.49,0
251.83,2.47,13.32,1.33,53.78,71.91,43.93,2.39,0
218.41,2.77,10.95,2.9,52.37,53.72,47.15,1.67,0
220.17,2.15,8.13,2.79,60.97,48.84,41.01,1.33,0
186.88,2.79,14.23,5.2,57.57,55.4,46.47,1.08,0
328.73,3.51,7.6,1.55,64.9,44.58,40.11,3.13,0
194.03,3.1,9.32,1.18,40.79,42.83,17.15,3.18,0
218.82,2.45,7.94,2.65,82.51,47.93,38.66,1.57,0
217.67,2.91,12.52,1.57,50.31,67.98,27.71,2.58,0
290.27,2.85,12.47,3.15,58.44,52.19,41.13,1.62,0
236.73,2.8,16.79,4.8,52.53,56.62,37.8,1.16,0
306.15,3.17,14.28,0.86,55.97,67.04,37.71,3.76,0
219.69,3.16,15.6,1.09,48.58,70.91,31.62,3.38,0
262.55,2.42,12.72,4.5,57.47,31.06,36.01,1.05,0
212.41,2.89,9.56,1.93,61.96,34.15,43.07,2.27,0
346.53,2.27,12.32,1.98,26.18,54.21,30.87,1.76,0
196.56,1.95,13.48,3.99,51.06,43.28,33.79,0.93,0
263.94,2.34,13.76,1.76,50.6,72.82,22.47,1.94,0
278.52,2.45,10.82,3.49,82.85,53.04,42.79,1.29,0
268.62,1.5,13.22,0.92,65.32,86.96,27.24,1.73,0
241.66,3.02,9.67,1.38,73.0,52.68,40.28,2.87,0
244.16,0.84,9.39,5.38,61.7,64.63,47.06,0.32,0
251.97,4.13,9.21,1.95,55.99,49.99,52.71,3.22,0
243.38,3.4,12.06,0.88,59.37,67.31,36.79,4.0,0
293.37,2.34,9.06,0.85,68.48,67.64,46.25,2.79,0
349.47,2.51,10.94,1.81,76.0,73.32,39.93,2.05,0
224.91,2.68,14.26,3.59,58.62,57.99,21.28,1.39,0
188.36,2.15,9.43,0.4,47.52,79.06,25.14,3.25,0
246.03,2.62,10.74,1.24,66.09,64.49,48.47,2.62,0
366.09,2.41,12.18,2.8,44.76,50.35,51.58,1.49,0
213.83,2.44,12.62,2.3,59.68,50.46,18.81,1.72,0
323.76,2.61,10.75,2.61,63.18,70.93,43.34,1.69,0
325.5,1.71,13.97,1.01,53.7,78.96,42.69,1.89,0
225.09,2.52,13.48,2.11,44.14,43.17,31.97,1.88,0
275.6,2.6,14.85,4.1,49.55,71.26,32.08,1.21,0
323.28,2.58,11.8,1.35,51.2,37.7,29.44,2.48,0
232.94,2.37,10.72,2.03,42.36,50.74,20.79,1.81,0
240.84,3.18,10.29,2.76,50.37,67.35,29.46,1.98,0
223.82,2.29,12.77,1.04,37.58,47.29,46.96,2.49,0
204.34,2.64,11.06,0.6,62.09,81.99,36.49,3.57,0
220.78,3.28,10.58,1.24,59.0,69.13,47.34,3.3,0
194.92,2.45,10.88,2.87,58.19,42.28,19.99,1.49,0
251.53,2.63,10.29,1.07,50.37,69.83,44.4,2.84,0
215.35,2.44,12.5,0.72,51.98,40.19,47.78,3.1,0
260.52,3.24,8.47,3.22,45.05,60.06,15.0,1.81,0
179.98,2.35,12.76,0.85,61.06,73.16,34.73,2.79,0
264.89,3.27,13.69,7.46,38.71,70.64,43.44,0.94,1
287.51,2.44,10.55,3.98,56.01,58.7,53.03,1.16,0
160.28,1.98,16.81,5.4,47.4,54.84,26.21,0.75,0
266.83,2.91,12.04,2.17,76.09,42.63,53.87,2.12,0
305.25,2.32,8.1,1.03,61.32,62.74,44.39,2.54,0
195.57,2.87,11.3,4.19,54.99,72.07,29.97,1.32,0
325.27,0.86,12.16,0.66,41.73,90.97,49.93,1.13,0
268.86,2.5,13.12,0.4,38.64,53.16,63.03,3.79,0
218.27,2.22,11.36,2.61,60.95,72.7,36.65,1.44,0
247.49,1.86,9.47,0.53,76.59,71.47,35.82,2.61,0
275.12,2.17,9.26,1.8,59.91,52.85,30.48,1.78,0
253.42,2.16,10.37,1.71,57.1,70.81,58.38,1.82,0
274.24,2.47,10.61,3.49,57.28,47.75,32.7,1.3,0
208.57,1.68,9.16,0.62,56.24,63.86,30.31,2.25,0
257.62,2.69,10.17,0.45,57.44,56.83,33.76,3.96,0
186.38,3.32,13.65,1.61,46.78,66.65,33.88,2.91,0
244.99,2.67,16.12,0.4,43.32,67.85,34.22,4.0,0
209.32,2.99,13.89,2.47,56.31,52.07,32.11,2.01,0
216.9,3.16,15.26,2.3,72.92,59.85,32.84,2.22,0
305.62,3.24,14.44,2.33,64.32,58.07,41.43,2.26,0
299.11,3.62,14.08,1.58,40.2,43.66,53.5,3.2,0
277.41,2.2,11.16,6.39,51.94,54.45,30.08,0.72,0
200.85,2.07,12.35,2.67,63.75,51.31,26.97,1.32,0
235.76,2.97,10.95,3.22,73.2,43.09,43.26,1.66,0
304.59,2.92,11.45,1.15,76.5,47.94,45.33,3.04,0
256.38,2.97,12.17,1.63,52.47,56.13,55.41,2.58,0
354.37,3.63,13.78,0.89,64.89,60.83,54.09,4.0,0
267.7,2.51,13.06,2.12,57.99,41.34,24.15,1.86,0
258.64,2.76,11.6,0.91,53.56,78.0,20.02,3.19,0
236.09,1.91,12.14,3.29,55.75,69.2,45.65,1.05,0
256.01,3.78,13.08,1.87,55.9,58.72,45.39,3.03,0
243.14,2.3,13.67,0.4,69.1,41.72,54.82,3.48,0
281.86,2.32,8.2,0.83,38.15,56.81,43.93,2.78,0
293.05,2.29,9.31,5.05,60.62,55.9,34.37,0.91,0
214.63,2.11,14.77,5.29,73.47,43.79,50.39,0.81,0
190.09,2.06,11.85,2.93,72.18,42.57,29.55,1.23,0
167.37,2.19,10.94,1.62,61.83,71.5,60.07,1.9,0
272.86,1.68,11.34,4.59,45.92,55.14,42.72,0.72,0
200.35,2.03,11.34,1.72,64.32,73.28,32.63,1.71,0
153.12,3.67,13.39,4.43,70.9,59.8,31.13,1.62,0
267.49,2.94,9.23,2.1,48.82,71.28,41.95,2.19,0
362.18,3.06,12.06,1.5,59.29,70.77,39.2,2.78,0
249.73,3.21,12.62,3.28,52.54,67.0,38.63,1.77,0
287.73,3.6,12.99,0.73,47.63,77.74,26.9,4.0,0
253.68,1.44,12.56,0.91,51.22,61.5,38.38,1.66,0
245.55,1.76,13.29,0.49,56.54,37.58,48.27,2.53,0
291.36,2.02,10.57,2.69,43.98,39.97,32.45,1.28,0
236.94,2.22,9.65,1.81,42.01,50.21,42.56,1.81,0
262.03,2.32,18.14,10.68,44.32,71.13,51.19,0.49,1
264.48,2.23,11.25,2.77,58.93,54.0,46.3,1.39,0
219.94,2.63,11.54,1.46,37.41,63.08,27.9,2.43,0
294.64,2.52,13.69,1.7,28.4,68.04,43.21,2.13,0
242.13,2.07,15.99,2.3,71.47,62.47,54.65,1.46,0
215.99,1.19,10.64,1.16,42.84,25.63,44.97,1.24,0
274.14,1.9,9.5,0.4,52.67,42.2,51.8,2.89,0
209.57,2.17,8.89,0.49,66.07,86.49,49.8,3.11,0
251.27,2.35,15.98,1.29,37.74,64.89,28.62,2.31,0
249.59,1.82,9.4,0.4,37.73,19.5,57.8,2.76,0
298.87,2.21,11.93,1.91,47.41,61.05,52.54,1.74,0
271.36,1.82,9.56,3.95,66.54,87.04,37.17,0.88,0
248.87,2.42,8.38,0.92,54.74,64.11,52.96,2.8,0
286.8,1.86,11.27,1.33,54.9,60.67,38.72,1.8,0
312.56,1.99,9.66,1.69,51.45,32.57,39.11,1.69,0
275.1,1.71,10.27,1.48,61.75,55.94,31.06,1.57,0
250.47,2.41,17.02,1.93,72.18,35.35,29.65,1.89,0
190.97,1.98,13.06,0.4,90.81,41.66,41.49,3.0,0
202.07,3.04,14.33,4.24,53.22,38.23,37.47,1.39,0
236.26,2.74,14.06,1.58,73.31,86.09,25.13,2.42,0
222.57,2.46,11.75,0.83,66.99,70.92,43.5,2.95,0
241.59,2.02,10.9,2.39,58.2,81.01,45.11,1.39,0
252.55,2.73,12.62,3.8,28.48,40.15,42.99,1.35,0
273.84,2.91,12.42,0.71,50.47,62.86,42.9,3.72,0
246.83,2.59,10.58,2.47,50.94,44.88,44.08,1.74,0
271.89,3.46,12.32,4.74,59.31,46.48,41.67,1.45,0
252.9,2.78,10.23,4.76,52.63,67.04,43.49,1.15,0
161.1,3.05,11.57,3.34,48.24,62.68,45.06,1.66,0
207.73,2.58,11.16,1.18,79.36,64.29,34.15,2.66,0
243.52,2.91,8.83,0.74,70.7,41.16,27.34,3.65,0
195.56,2.02,6.12,0.91,30.73,61.91,43.19,2.34,0
277.0,2.22,9.65,4.69,51.63,65.22,41.51,0.94,0
318.88,2.71,16.51,2.92,62.57,49.87,44.53,1.62,0
304.84,2.71,11.23,3.42,70.97,55.92,51.38,1.45,0
240.4,2.8,13.94,1.82,49.96,35.32,39.65,2.28,0
317.08,3.16,6.69,0.4,52.42,27.66,38.67,4.0,0
256.69,1.65,9.48,2.44,56.14,90.12,44.68,1.11,0
234.83,1.92,8.61,0.83,62.94,63.07,29.8,2.3,0
222.4,2.64,11.49,4.03,36.57,54.62,40.42,1.25,0
236.39,2.07,18.05,0.92,30.82,71.97,38.98,2.38,0
232.53,4.53,13.15,2.24,70.05,46.95,48.77,3.25,0
257.67,2.81,16.24,2.99,43.12,61.65,35.41,1.66,0
257.23,2.45,11.36,10.87,80.47,76.59,40.91,0.51,1
250.14,2.19,15.41,1.77,44.64,43.47,38.44,1.81,0
269.66,2.21,17.18,1.83,52.78,52.62,15.13,1.79,0
303.58,2.52,11.73,4.05,59.42,39.29,34.72,1.19,0
292.73,2.57,10.65,1.6,29.42,72.53,39.92,2.25,0
183.18,2.23,8.71,1.34,89.37,63.08,31.09,2.15,1
135.07,2.34,11.23,1.06,50.26,77.58,38.78,2.53,0
292.04,3.31,12.2,2.01,44.94,72.64,53.39,2.53,0
188.49,3.33,17.08,1.21,41.0,56.08,49.63,3.39,0
239.89,2.65,8.76,4.94,59.34,66.16,21.34,1.07,0
197.34,1.7,12.15,3.33,58.49,66.32,47.6,0.93,0
168.91,2.82,7.46,2.15,41.41,71.0,45.62,2.08,0
274.37,3.43,10.93,1.99,38.54,82.0,39.07,2.65,0
284.16,3.32,12.78,1.0,67.66,43.64,16.55,3.69,0
224.06,2.94,13.28,1.81,47.13,31.86,47.83,2.4,0
133.4,3.35,13.47,1.67,34.35,44.23,35.71,2.88,0
225.42,2.53,12.99,6.53,53.22,67.09,42.11,0.81,0
267.63,2.88,13.45,1.59,50.18,66.21,30.32,2.54,0
183.45,2.09,12.11,2.76,78.4,51.47,32.58,1.3,0
258.25,2.68,9.38,2.88,48.73,55.92,49.36,1.62,0
249.31,3.3,7.37,0.81,51.3,47.49,56.23,4.0,0
276.07,2.15,10.63,1.56,57.63,58.39,35.73,1.91,0
255.38,1.98,11.66,3.27,48.15,49.59,55.13,1.1,0
206.21,2.56,15.13,0.72,60.29,84.55,35.71,3.25,0
303.85,2.36,11.75,7.6,42.8,79.84,35.59,0.67,1
242.87,2.89,11.51,2.11,52.13,70.86,25.82,2.15,0
248.77,2.23,12.96,1.19,59.88,60.47,44.97,2.28,0
208.0,3.53,11.32,0.59,68.65,77.09,38.05,4.0,0
230.05,1.73,14.03,5.58,47.97,61.48,38.61,0.63,0
210.18,3.25,16.95,1.64,47.82,62.42,36.2,2.81,0
242.22,2.04,17.48,2.72,73.49,34.08,30.08,1.28,0
327.03,1.42,12.24,0.68,48.38,63.91,46.26,1.85,0
188.26,2.64,12.84,1.05,54.32,40.63,39.39,2.87,0
177.39,2.35,15.95,3.88,75.55,53.96,48.08,1.14,0
316.2,1.83,11.63,5.48,55.81,62.53,30.56,0.68,0
240.58,1.49,13.7,0.88,52.03,46.52,42.39,1.75,0
219.89,2.49,9.16,2.67,52.92,67.18,61.37,1.59,0
296.8,3.09,11.22,2.63,46.11,75.78,32.89,1.99,0
222.75,2.85,14.89,3.88,60.41,46.74,35.15,1.39,0
332.17,2.53,10.2,2.83,43.91,61.76,35.04,1.55,0
280.51,2.79,11.68,3.2,64.34,41.3,29.57,1.57,0
228.04,2.48,8.06,0.4,55.18,42.5,56.58,3.76,0
347.08,1.64,17.01,2.57,57.83,64.65,16.96,1.07,0
222.74,1.65,15.16,0.57,75.76,70.7,27.77,2.27,0
283.39,2.38,12.47,2.41,37.61,37.36,44.68,1.63,0
263.47,2.4,13.27,4.28,55.29,90.73,32.7,1.09,0
308.58,3.01,12.99,2.27,62.66,52.55,39.7,2.14,0
320.27,2.95,15.46,3.26,47.61,63.11,39.71,1.64,0
251.44,2.86,10.7,3.76,66.41,51.99,44.97,1.43,0
216.1,2.33,13.83,3.52,48.46,55.73,40.82,1.22,0
270.7,1.67,14.69,2.4,58.5,82.78,36.11,1.15,0
219.5,2.75,15.04,2.55,53.52,82.58,41.29,1.81,0
340.6,2.82,6.35,4.16,56.94,35.24,38.22,1.3,0
256.14,1.07,10.5,8.49,55.89,51.55,56.94,0.3,1
233.56,2.0,9.45,0.98,54.62,104.26,34.24,2.25,0
258.31,2.09,12.37,1.32,49.32,53.5,45.55,2.03,0
189.38,2.57,6.96,3.56,47.02,66.34,49.14,1.34,0
206.28,2.02,6.89,6.73,58.79,77.05,26.79,0.63,0
304.02,2.48,17.43,0.47,55.63,72.8,28.87,3.61,0
220.44,2.37,13.54,0.57,46.69,17.74,59.31,3.26,0
202.89,2.4,12.3,2.05,59.12,65.01,33.23,1.82,0
274.15,2.07,12.91,3.72,49.45,86.24,40.12,1.04,0
303.36,2.12,12.37,2.06,73.67,60.44,38.26,1.6,0
282.35,1.85,14.49,2.27,84.87,44.38,39.62,1.31,0
294.82,2.73,10.42,0.89,71.67,44.67,36.28,3.18,0
215.94,2.84,12.47,1.93,71.0,57.01,41.21,2.24,0
186.02,2.04,12.57,1.18,64.77,70.13,31.87,2.1,0
317.56,3.41,9.38,2.49,52.48,103.34,37.76,2.28,0
235.48,2.31,15.19,1.65,32.21,55.65,20.29,1.99,0
238.71,3.42,10.89,0.97,42.7,68.43,38.84,3.85,0
309.77,2.11,14.54,5.68,46.88,36.83,43.35,0.76,0
275.03,1.28,12.29,3.25,69.49,34.73,49.59,0.71,0
270.51,2.74,16.08,2.52,58.07,52.55,51.48,1.82,0
347.43,2.65,9.4,1.05,47.09,66.68,36.23,2.89,0
221.04,2.52,9.29,3.23,32.86,58.71,48.41,1.41,0
291.75,2.11,9.74,0.82,82.82,60.8,28.49,2.56,0
252.57,2.48,12.33,1.01,61.4,55.88,34.83,2.75,0
262.09,2.19,15.85,1.92,65.9,59.58,56.21,1.73,0
318.78,2.32,15.98,2.18,48.57,55.59,41.82,1.69,0
272.85,3.0,6.23,1.34,53.34,39.76,42.33,2.9,0
274.22,2.61,12.62,0.45,50.87,37.63,38.22,3.83,0
298.26,2.87,4.0,1.54,55.77,80.39,58.69,2.57,0
233.58,2.36,13.99,5.24,77.15,47.65,45.31,0.91,0
212.24,2.29,14.8,0.4,40.55,56.39,54.85,3.48,0
202.98,1.81,11.9,2.88,54.5,77.85,34.08,1.09,0
161.51,2.28,12.21,1.69,59.33,55.96,30.28,1.94,0
342.53,0.51,12.18,0.59,53.6,73.16,32.35,0.69,0
200.36,2.15,10.04,4.75,66.94,46.68,46.29,0.89,0
240.04,2.45,13.08,1.13,34.17,83.33,56.47,2.57,0
237.54,2.84,11.42,5.95,77.61,63.41,47.5,0.99,0
263.83,2.34,14.33,2.28,38.55,59.6,48.77,1.66,0
286.71,2.71,11.72,2.49,41.44,57.53,41.73,1.81,0
288.72,1.19,9.85,1.61,49.61,71.48,27.27,1.04,0
223.76,2.47,8.16,4.05,47.23,63.54,60.23,1.16,0
242.48,1.49,7.34,1.76,60.09,12.04,46.64,1.24,0
262.72,1.78,15.28,4.21,58.7,53.28,45.23,0.81,0
238.81,2.39,10.86,2.53,56.36,64.83,48.74,1.58,0
322.33,3.27,12.85,1.58,37.99,45.48,22.86,2.88,0
272.09,2.72,16.46,0.4,53.33,52.44,34.99,4.0,0
283.07,2.51,10.59,5.02,55.24,54.18,46.22,1.0,0
279.83,2.49,10.43,2.2,69.79,83.92,38.55,1.8,0
302.81,2.07,11.67,1.21,57.39,68.97,39.23,2.11,0
258.15,2.17,12.07,3.31,59.59,64.94,52.81,1.19,0
191.64,2.76,16.72,2.52,78.55,42.51,41.17,1.83,0
267.99,1.67,15.91,2.53,41.08,49.73,63.78,1.1,0
220.69,2.86,13.55,9.97,50.34,72.75,39.59,0.64,1
226.21,2.27,15.62,1.02,41.37,69.9,48.05,2.49,0
276.39,3.0,11.55,3.41,74.28,38.69,44.84,1.61,0
305.72,3.08,12.75,4.95,75.1,80.99,34.26,1.24,0
250.96,1.5,11.25,1.65,73.34,47.09,29.69,1.29,0
263.9,2.15,8.77,0.98,61.57,65.37,40.37,2.41,0
326.6,1.99,15.01,1.62,59.57,101.0,59.21,1.73,0
260.83,1.41,13.33,2.49,49.5,53.72,36.06,0.94,0
367.08,1.88,12.05,4.43,64.23,62.51,45.19,0.83,0
275.45,3.96,11.99,1.09,39.62,51.62,37.43,4.0,0
170.77,2.87,8.23,1.63,39.58,62.63,42.22,2.49,0
283.9,3.65,9.56,3.38,49.96,81.38,51.42,1.97,0
267.15,3.0,12.84,3.81,77.64,57.08,41.15,1.48,0
308.04,2.05,10.68,4.09,48.84,55.59,33.85,0.96,0
280.29,2.27,11.46,0.5,50.46,76.55,56.06,3.24,0
243.77,2.85,11.74,7.48,58.45,41.05,33.95,0.82,1
194.91,2.76,10.29,1.36,65.78,61.25,46.77,2.64,0
240.59,2.15,9.58,7.33,70.02,49.08,25.09,0.63,1
211.73,1.59,7.97,8.18,41.56,56.43,52.85,0.42,1
223.88,4.47,11.63,0.41,53.84,46.69,66.05,4.0,0
276.49,2.42,13.55,3.31,57.69,38.57,39.73,1.32,0
325.15,2.3,7.89,1.51,58.9,26.87,29.74,2.09,0
