Spindle_Speed,Feed_Rate,Cutting_Force,Tool_Wear_Index,Spindle_Vibration,Axis_Feed_Error,Coolant_Pressure,Motor_Temperature,CNC_Failure
6275.8,1119.0,851.6,212.7,2.56,4.84,14.63,25.3,0
10039.6,596.9,833.3,114.0,2.54,1.96,15.97,49.4,0
6524.7,754.4,494.1,53.9,1.3,2.06,22.14,39.7,0
4493.9,819.1,671.2,183.1,0.36,2.63,20.35,51.4,0
5856.8,607.9,1335.1,84.3,1.29,7.35,22.12,32.0,0
3335.6,449.0,902.4,68.3,1.01,0.2,16.65,36.1,0
5879.1,757.9,811.4,47.1,1.05,0.2,19.46,42.3,0
4750.4,735.8,1248.8,121.9,3.65,5.54,25.56,42.8,0
7373.1,722.3,762.8,31.5,0.8,8.26,17.65,51.5,0
5175.7,844.5,829.9,190.7,0.61,2.17,23.47,50.9,0
5824.9,1085.9,1068.0,118.3,1.81,6.71,21.53,35.4,0
5046.7,739.4,761.8,112.8,1.19,6.18,16.83,56.9,0
8608.3,834.1,685.8,10.4,2.73,4.7,24.69,46.6,0
5518.1,945.4,354.2,198.1,2.18,4.46,24.98,35.3,0
8748.8,910.8,644.0,123.4,2.4,3.06,14.65,24.6,0
7221.2,677.1,641.9,111.2,2.26,6.26,23.09,56.4,0
6723.1,819.3,884.9,185.1,2.13,5.66,18.4,39.6,0
6553.1,909.5,715.7,24.5,1.33,2.57,19.47,38.5,0
6590.7,574.3,1324.8,94.3,1.91,0.2,11.77,51.3,0
3108.5,1052.7,617.3,142.4,6.56,2.04,18.52,33.5,1
5581.7,1086.3,1158.1,115.9,1.55,1.34,16.52,40.3,0
7267.7,655.4,898.3,51.8,0.61,3.86,19.55,38.8,0
5926.7,838.7,1027.5,78.8,2.12,5.2,15.95,43.9,0
3892.2,928.5,1014.1,79.0,0.68,4.97,16.3,49.3,0
5921.4,690.9,362.0,238.2,2.83,5.15,16.25,52.0,0
8556.2,896.3,847.5,85.0,0.77,4.48,24.57,49.8,0
7870.3,832.7,792.3,57.2,1.06,3.95,19.3,56.6,0
5907.0,506.4,600.7,199.2,0.88,3.84,21.79,38.1,0
7427.2,891.8,951.1,106.9,3.04,7.09,21.22,47.9,0
5450.2,580.0,1227.6,112.1,2.71,2.78,17.15,40.4,0
3444.2,987.8,261.9,136.2,2.35,3.45,21.44,43.7,0
4613.3,665.8,732.4,147.0,1.16,0.2,20.25,43.5,0
8344.3,767.7,575.9,145.8,2.27,2.64,16.87,32.0,0
5589.0,1074.5,865.8,17.9,2.94,3.25,19.38,46.7,0
5634.9,899.3,778.4,198.3,1.63,6.99,27.0,45.6,0
5550.2,584.1,716.8,54.8,0.91,0.66,14.93,44.9,0
8856.2,597.0,1001.7,77.2,2.4,3.68,18.03,42.0,0
8438.9,680.1,1210.0,49.9,3.13,3.63,21.84,25.4,0
9328.2,878.9,1435.5,186.4,2.8,5.6,14.11,46.0,0
5761.4,871.7,687.3,144.2,3.0,2.83,18.85,50.0,0
6443.4,631.4,449.4,183.7,2.05,5.52,24.27,60.2,0
3725.0,566.6,973.0,160.3,3.09,4.64,18.04,48.3,0
8215.4,856.3,1204.3,34.0,3.48,2.1,24.0,69.0,0
4248.3,763.6,1029.0,79.3,1.54,1.22,16.07,45.2,0
6325.2,1231.4,1203.4,126.7,1.47,9.23,25.44,47.0,0
4354.0,807.3,800.4,80.1,1.27,2.65,28.71,43.1,0
5116.7,1162.9,715.9,57.7,0.61,0.2,12.76,40.4,0
4744.1,565.9,875.4,210.1,0.5,2.86,25.79,50.2,0
5088.2,485.4,777.3,182.0,5.64,2.32,19.25,56.4,0
5191.3,576.0,995.9,89.4,0.3,1.08,18.43,49.8,0
5177.6,1037.8,1063.3,186.0,1.5,3.9,15.99,47.1,0
7250.0,1151.2,1080.6,154.3,3.75,4.47,15.5,41.8,0
4342.7,643.6,962.3,10.9,1.1,0.2,22.87,44.6,0
6330.8,707.9,904.1,97.5,0.99,4.31,18.31,44.8,0
7826.9,566.2,1024.8,76.8,0.6,5.84,12.12,47.2,0
5230.2,437.7,418.1,60.1,1.58,1.59,23.44,46.0,0
4923.1,943.7,896.3,67.9,3.03,0.65,20.77,36.8,0
5654.2,844.6,861.5,226.7,1.36,1.42,17.88,57.8,0
7769.6,802.1,896.9,121.9,1.75,2.7,24.59,63.0,0
6291.2,520.0,830.7,205.0,2.51,3.84,22.47,44.7,0
5203.2,1128.0,945.0,59.3,0.86,1.09,21.99,45.9,0
6725.8,699.3,723.6,50.1,0.65,2.89,12.49,50.4,0
4346.6,906.7,1098.5,214.4,2.86,3.37,20.82,38.3,0
7022.0,509.1,954.2,124.0,1.53,4.27,22.77,49.7,0
6612.9,761.9,883.2,215.9,0.63,0.25,17.32,40.8,0
5538.3,858.3,696.5,24.5,4.71,1.88,17.87,41.9,0
4742.1,865.4,1029.4,220.8,0.47,2.03,11.56,33.8,0
4670.0,830.9,895.5,105.6,1.36,7.77,11.33,41.3,0
6802.2,898.9,683.8,45.7,6.32,6.4,23.3,47.0,0
7843.5,573.9,837.5,167.2,1.94,3.57,18.56,60.6,0
5044.0,839.5,988.4,193.3,3.45,0.2,16.56,42.8,0
6687.6,822.8,971.3,20.9,0.86,5.91,17.93,40.4,0
2869.5,846.3,957.1,237.1,2.32,6.66,24.06,49.0,0
5123.1,814.5,870.4,170.3,1.45,3.51,26.76,55.6,0
5953.4,545.4,1075.7,83.9,1.9,2.5,23.45,57.4,0
4635.5,536.4,1122.3,44.8,0.97,1.96,19.64,32.1,0
4595.2,357.1,1012.2,100.3,1.65,5.42,26.99,45.9,0
4998.3,963.5,720.8,60.7,4.9,5.26,16.69,61.4,0
6438.3,965.5,617.2,123.7,2.12,1.05,15.08,33.8,0
5719.0,968.7,730.3,189.8,3.71,1.59,22.91,47.0,0
2642.7,861.4,1279.8,161.8,2.86,1.04,23.02,47.5,0
2818.9,373.4,912.0,110.3,4.28,8.13,21.11,32.7,0
5089.7,594.7,1317.8,37.4,3.53,4.38,21.43,49.9,0
6686.5,834.1,823.6,230.1,4.72,6.45,15.07,50.5,0
1878.7,827.1,793.1,72.2,1.65,3.99,20.36,40.1,0
5250.4,755.5,833.7,73.9,1.91,4.69,14.52,34.3,0
5210.6,873.8,829.7,158.5,1.29,2.93,20.81,57.4,0
8082.5,802.3,679.8,187.2,0.6,7.31,24.97,35.0,0
5422.5,824.2,597.3,236.4,4.22,4.46,21.53,58.1,0
6574.5,672.2,960.3,232.9,0.83,3.52,17.17,48.4,0
6211.9,996.4,1082.1,220.2,0.4,0.2,20.21,43.5,0
2804.2,713.8,1387.9,110.1,1.2,4.99,19.03,57.4,0
7152.3,533.9,754.6,48.3,2.91,4.96,18.45,42.7,0
6323.1,645.8,772.4,144.4,4.03,6.84,18.67,44.9,0
6762.4,730.3,680.3,14.0,2.86,2.91,15.18,51.4,0
11889.4,998.8,1097.7,55.1,2.65,1.89,21.09,39.0,0
2873.8,791.5,1029.3,10.6,6.47,8.24,19.42,47.2,1
8587.0,762.8,657.1,51.5,0.58,0.2,25.05,34.5,0
5568.8,550.3,651.5,119.2,1.89,1.69,21.83,50.6,0
6431.0,957.1,1059.6,100.5,1.12,7.57,26.46,38.8,0
5931.7,669.6,934.3,94.9,2.46,6.11,25.87,47.7,0
5363.6,780.0,1016.8,201.1,1.2,3.1,14.55,76.1,0
5145.3,1096.0,655.8,165.2,0.3,3.19,17.55,37.9,0
6494.3,901.8,436.9,225.4,2.46,3.35,14.72,59.6,0
3724.2,474.3,657.5,112.4,2.28,5.93,16.1,44.1,0
7125.9,446.1,1001.3,72.6,1.11,5.97,17.17,52.4,0
5375.7,787.1,1314.4,38.2,1.27,5.36,26.98,54.1,0
4304.9,557.5,755.5,164.6,0.73,5.79,26.07,51.9,0
5325.0,929.7,1350.7,203.6,1.62,5.29,21.12,47.2,1
7885.7,808.5,1032.6,52.3,9.23,0.2,17.9,28.2,0
5197.0,833.1,543.5,212.1,5.15,4.81,13.59,53.4,0
6537.7,658.7,897.1,131.0,1.32,3.04,17.31,45.5,0
4903.6,1148.3,1040.1,43.1,1.86,9.35,20.12,38.7,0
7136.9,1368.5,316.4,157.9,0.95,0.29,16.7,40.0,0
7028.3,744.3,991.8,129.6,3.54,0.92,24.16,32.9,0
8772.9,870.6,1108.0,16.5,0.44,4.26,27.2,46.3,0
5736.7,819.5,937.8,101.8,0.71,0.95,16.77,40.8,0
7003.0,748.1,836.4,190.5,0.3,10.34,19.4,42.0,0
6147.1,633.6,812.0,137.7,0.94,5.39,18.64,51.6,0
7943.8,583.0,799.1,74.9,0.85,2.52,18.49,42.4,0
4921.8,572.9,591.3,223.6,0.56,4.97,16.85,47.2,0
7117.5,881.0,698.7,64.7,1.06,4.55,17.3,41.5,0
5708.0,696.1,758.3,68.1,1.85,2.37,15.1,46.9,0
5903.7,284.3,875.0,91.6,0.94,0.78,21.97,38.1,0
6137.6,889.0,727.5,215.7,0.58,1.18,22.13,33.1,0
6378.4,792.3,658.8,126.8,1.2,2.88,25.32,41.8,0
5825.7,1069.3,1017.1,166.9,1.89,6.46,15.03,41.5,0
6322.1,874.6,931.5,234.5,0.55,5.54,14.47,39.8,0
8367.2,504.3,731.4,190.2,2.29,9.47,13.83,47.6,0
7478.2,354.1,961.4,49.7,0.39,1.87,15.91,56.8,0
7303.7,656.1,750.3,191.3,1.19,1.0,26.22,31.9,0
5316.7,675.0,863.9,182.1,1.12,3.59,16.0,51.1,0
4666.1,988.6,1064.5,63.5,0.3,5.08,20.51,59.2,0
7433.0,798.2,717.2,84.8,5.51,5.14,26.67,51.6,0
7314.1,1026.7,592.1,173.3,1.65,4.9,21.07,46.9,0
8209.0,535.0,818.1,64.8,1.0,4.52,18.4,48.1,0
5094.0,993.1,550.0,57.9,0.3,2.63,9.66,51.4,0
5655.7,944.2,789.0,171.8,2.53,2.96,19.01,20.0,0
3540.8,396.4,788.3,212.5,1.13,7.93,21.65,26.6,0
5411.3,1064.5,308.0,27.3,2.52,1.02,19.18,46.3,0
7494.9,818.7,966.7,112.6,0.92,4.61,19.23,45.4,0
5300.3,878.4,809.8,149.7,2.61,6.9,15.07,57.2,0
6960.7,627.0,1110.0,165.5,0.51,1.46,27.45,44.4,0
5714.2,1055.0,897.4,239.1,4.15,1.45,18.37,38.7,0
6486.1,562.8,1011.8,167.0,1.47,4.72,22.95,31.7,0
4278.5,966.4,1111.8,152.6,1.89,5.07,19.88,41.1,0
6127.8,964.1,821.0,237.6,2.73,3.21,18.42,38.3,0
1513.3,605.2,849.8,24.0,1.67,5.13,18.66,47.6,0
5719.7,1196.7,503.8,27.1,2.55,0.2,24.43,50.8,0
3554.3,846.3,1122.7,139.0,0.5,2.4,17.73,34.6,0
7809.0,930.8,817.9,92.5,1.65,6.9,21.58,52.2,0
7166.1,494.6,628.7,32.2,3.53,0.2,21.16,22.2,0
6700.0,1223.5,1012.7,80.5,1.56,9.13,16.79,56.4,0
8281.5,555.1,370.4,165.1,3.99,3.67,16.33,37.0,0
4576.6,1005.0,755.6,212.5,1.55,8.02,21.68,54.6,0
8621.0,601.0,1049.8,31.7,1.73,6.91,27.21,38.5,0
7398.3,676.2,753.7,134.2,0.65,4.56,14.42,46.9,0
5645.2,957.8,692.1,78.1,0.56,4.66,17.83,40.1,0
7703.4,1005.5,758.4,163.5,1.81,8.73,20.05,51.0,0
4340.6,545.7,407.8,136.4,1.48,1.34,20.4,36.1,0
4763.2,1018.1,1007.4,223.1,0.3,3.72,19.41,31.4,0
5087.1,1009.0,823.0,18.7,3.22,2.52,29.75,50.2,0
5206.5,612.4,790.1,118.1,0.51,1.92,18.97,40.0,0
4415.2,1119.7,790.9,54.3,1.67,6.87,13.86,60.3,0
7834.6,508.6,853.1,133.5,1.74,4.97,25.76,49.3,0
5611.7,675.0,993.8,206.3,3.04,4.89,15.48,55.4,0
6528.8,895.8,838.5,219.6,4.36,4.9,19.6,56.1,0
5144.5,629.3,550.4,101.6,4.34,5.95,16.98,40.9,0
3269.1,852.8,976.6,196.7,1.64,3.53,16.79,45.0,0
6405.1,848.2,959.7,74.5,3.48,6.7,14.75,47.9,0
3131.6,762.6,895.2,11.5,2.08,3.76,22.69,37.9,0
5897.0,966.5,1086.6,206.7,1.66,4.01,23.91,39.5,0
3947.5,754.3,856.7,37.5,1.11,3.05,22.11,45.4,0
8980.9,846.3,1094.5,14.1,0.85,3.57,25.94,55.8,0
7367.0,1029.3,1159.6,91.4,2.96,4.75,16.86,45.5,0
6158.6,958.1,978.1,97.3,0.77,3.89,18.78,48.0,0
7895.6,957.2,685.5,27.8,1.77,1.94,17.19,50.9,0
4730.5,570.2,821.2,197.3,3.16,3.42,21.87,55.5,0
6815.2,905.0,1122.5,103.3,0.82,3.17,20.79,51.3,0
6299.7,624.3,520.5,122.7,1.74,3.57,13.81,42.7,0
6396.0,543.7,763.8,70.9,1.28,0.2,25.25,42.2,0
7908.5,785.7,774.5,127.6,1.52,5.79,16.31,20.0,0
7098.7,619.1,659.7,186.3,1.94,3.54,13.66,37.4,0
6433.1,958.1,1042.0,218.4,1.33,4.79,14.73,50.0,0
3517.7,962.9,932.9,233.2,3.56,5.23,24.66,36.1,0
4559.9,419.5,693.6,108.1,0.39,1.22,26.41,37.1,0
5815.9,634.3,983.2,237.7,2.7,5.5,19.26,53.3,0
6140.1,508.0,815.1,77.8,1.39,1.33,23.16,35.0,0
4304.7,707.5,654.2,11.6,0.5,4.77,16.17,37.3,0
9617.5,891.0,693.2,186.6,1.34,0.2,22.15,37.4,0
8274.6,751.5,945.9,51.0,5.72,0.2,21.55,32.6,0
6903.2,682.0,1056.6,22.1,0.91,6.22,14.91,38.2,0
6108.1,1060.0,742.9,222.5,0.9,5.26,19.81,20.0,0
5681.7,339.0,969.8,192.1,1.89,3.43,20.04,66.4,0
4572.1,1047.4,1198.0,33.6,2.66,3.78,16.53,42.2,0
6116.2,691.1,573.0,188.7,3.14,0.2,22.93,45.4,0
6386.6,784.4,928.2,204.1,3.39,3.78,15.26,25.6,0
4137.4,694.5,1032.7,218.2,1.29,4.08,23.2,36.7,0
6501.3,1108.6,829.1,135.0,2.14,2.73,26.87,45.1,0
5767.1,553.8,1122.4,171.8,0.3,3.39,22.04,32.3,0
3138.3,802.3,1333.7,185.3,1.4,1.35,23.46,52.4,1
4709.4,905.5,925.5,168.4,2.75,0.2,23.39,46.2,0
5379.6,477.8,798.6,158.8,0.43,4.23,23.5,41.2,0
8831.5,616.0,1064.9,135.9,2.32,0.69,18.5,44.3,0
6834.8,770.4,1035.3,120.2,0.72,4.94,21.77,39.5,0
3996.8,622.7,295.9,239.1,0.42,4.65,21.59,27.0,0
6729.1,636.9,849.4,87.6,0.9,6.38,14.26,46.5,0
3679.0,730.0,763.2,30.3,2.18,4.61,18.08,32.3,0
7624.0,929.9,937.3,186.0,2.57,11.35,16.75,44.7,0
5293.3,731.5,807.4,59.2,0.8,3.0,17.79,54.4,0
5859.5,1015.7,831.3,132.5,7.61,4.73,24.16,43.4,0
7988.7,600.4,660.1,32.0,2.28,2.21,18.05,45.8,0
4069.3,549.6,1011.6,152.4,1.11,6.35,17.95,34.9,0
3904.3,1185.3,1214.1,227.1,1.21,4.16,20.18,31.4,1
5124.6,668.4,663.5,176.2,4.25,0.2,18.86,53.8,0
7557.6,537.8,542.6,59.3,3.04,1.69,16.44,52.6,0
3721.0,451.6,854.4,233.4,1.43,3.35,20.55,56.0,0
1751.8,1015.0,843.7,80.6,1.52,0.61,19.95,64.4,0
5323.3,731.7,1107.6,110.4,0.3,5.1,17.39,40.0,0
6827.6,749.3,579.6,124.6,4.29,0.21,20.83,48.0,0
7800.4,768.2,731.6,237.9,0.74,3.22,18.31,55.1,0
5305.3,1002.6,377.5,25.8,1.13,2.99,23.29,62.7,0
5382.9,764.1,1152.5,170.2,1.2,6.24,12.64,55.0,0
7730.9,1268.8,905.1,93.2,5.49,3.17,17.81,36.7,0
3195.4,826.8,748.0,28.0,1.71,5.84,20.49,60.1,0
5417.2,1012.4,559.1,225.1,3.23,4.75,18.63,52.9,0
6285.6,961.0,579.3,145.7,0.3,0.86,14.27,47.5,0
6673.8,792.7,941.1,183.3,1.11,9.25,27.78,40.6,0
5235.3,682.6,606.4,65.3,2.4,6.43,20.05,59.0,0
6051.7,866.4,872.9,185.2,1.62,1.34,15.07,70.2,0
2267.5,902.0,1299.4,200.5,6.82,1.08,23.11,43.6,1
5012.6,685.5,773.5,109.1,2.82,6.77,18.5,46.6,0
6680.3,833.3,638.5,141.5,2.47,5.98,24.26,49.7,0
4526.6,1047.2,934.0,233.5,0.79,5.42,18.4,35.4,0
6088.5,1214.0,580.3,204.7,3.03,1.32,23.31,45.2,0
6670.3,970.9,1228.4,112.3,4.39,2.2,20.09,50.7,0
5486.2,1172.6,1158.8,162.9,1.53,7.0,20.08,62.5,0
6255.7,674.1,813.9,190.4,1.88,5.21,17.37,43.4,0
4555.9,940.4,652.6,15.6,5.42,1.9,18.27,49.4,0
5690.1,1067.7,756.3,145.3,3.32,7.22,21.34,39.1,0
6915.3,620.7,785.0,236.4,1.06,8.74,18.9,53.1,0
6235.5,702.9,934.4,227.9,5.32,2.56,16.16,43.8,0
5120.2,1147.6,1078.7,201.5,2.56,2.07,16.95,53.5,0
6336.3,605.0,622.0,34.4,2.06,7.51,22.07,38.7,0
7071.9,531.8,1072.4,238.6,3.76,7.85,22.79,30.9,0
2925.1,1105.6,985.9,150.2,2.7,7.8,23.88,38.0,0
7738.6,1039.4,738.3,61.3,1.26,4.78,18.65,58.9,0
5495.6,886.4,610.9,165.1,2.71,2.53,27.05,43.5,0
6638.2,790.9,875.6,207.0,1.02,6.07,23.95,44.0,0
7795.9,712.3,616.9,35.8,3.76,2.98,19.83,47.7,0
3942.5,856.4,1075.2,220.8,1.65,2.84,20.17,45.7,0
4935.8,1116.0,602.7,221.6,0.54,4.26,22.61,49.5,0
5567.2,847.7,970.5,13.1,1.39,3.87,16.89,46.4,0
4824.4,1233.4,832.3,217.1,3.28,2.55,14.26,73.7,0
8602.4,620.4,726.7,227.8,1.37,1.16,20.63,57.2,0
4714.8,796.1,827.4,18.7,2.0,3.32,20.43,53.3,0
5166.7,725.4,1087.6,77.7,0.3,2.25,16.79,52.4,0
6306.6,583.0,587.7,95.8,1.28,0.44,17.33,48.9,0
4196.8,769.4,759.3,90.2,0.4,4.28,23.74,42.3,0
5406.5,883.5,684.6,184.6,1.37,4.35,20.44,51.3,0
6476.2,904.8,841.5,92.4,3.02,5.73,13.54,33.6,0
5500.7,1234.1,699.4,230.0,1.56,4.26,9.74,34.5,0
5859.9,892.9,461.0,238.8,1.18,3.74,11.0,42.0,0
5206.0,1030.0,617.9,82.9,0.33,5.71,26.22,48.5,0
3728.3,813.2,1210.3,127.0,0.78,4.26,17.41,38.5,0
6482.4,1135.6,904.3,138.3,0.72,4.61,18.98,49.6,0
8632.4,1279.7,896.7,143.3,2.42,5.28,29.63,32.5,0
6027.6,906.2,787.8,96.1,1.5,2.47,16.14,42.5,0
6337.9,601.5,838.6,48.2,2.76,6.3,23.57,30.9,0
7039.1,690.2,755.4,22.5,2.98,3.99,18.98,46.8,0
4096.0,856.4,965.9,34.5,1.7,3.63,23.45,60.1,0
8553.8,891.3,872.2,217.3,1.46,6.27,21.94,45.7,0
6303.5,939.7,592.3,74.5,2.46,2.7,12.09,54.7,0
8447.8,892.0,905.8,27.7,1.14,2.9,16.29,54.4,0
4900.5,801.4,309.1,153.4,0.37,5.14,16.31,42.9,0
8727.1,672.8,941.0,27.3,2.8,4.45,20.89,50.8,0
7162.7,880.2,539.9,26.1,1.48,12.23,17.52,33.5,0
6829.6,1171.0,828.9,153.0,2.68,6.51,21.04,43.2,0
6351.0,1004.0,587.2,146.0,0.92,0.2,22.31,45.3,0
5627.2,906.9,850.6,19.5,0.97,4.7,26.86,36.7,0
7800.8,1005.9,977.2,115.9,3.24,0.2,22.19,46.1,0
6210.5,725.8,1180.6,110.2,0.54,2.96,19.72,38.8,0
3049.4,698.3,510.9,135.7,0.71,4.44,20.81,53.6,0
4324.2,650.4,1064.6,179.7,0.63,2.85,13.19,33.8,0
5721.2,774.9,878.9,75.0,2.5,0.2,17.79,38.0,0
6465.0,715.6,750.9,109.5,2.6,4.15,16.05,45.0,0
5915.1,1041.7,1017.2,192.3,0.89,2.59,24.35,35.8,0
7828.5,704.9,798.1,222.2,2.33,5.6,22.99,60.4,0
3073.3,639.5,1007.9,215.0,0.57,0.2,12.62,24.5,0
6215.4,1188.5,631.7,119.9,3.8,2.18,22.6,38.3,0
3273.0,709.7,710.7,129.8,1.14,6.04,23.54,47.0,0
7139.6,830.7,1057.6,131.7,1.59,0.2,16.99,60.4,0
5858.3,890.3,1176.8,209.8,1.2,5.19,23.28,30.6,0
6629.4,572.7,842.3,203.2,2.09,2.05,20.69,35.9,0
4704.2,1047.1,236.8,81.7,1.65,3.42,14.87,39.8,0
7919.2,927.4,806.2,47.5,2.8,1.14,14.37,58.8,0
7562.6,1111.7,857.1,97.2,1.4,3.21,30.19,51.7,0
6875.3,664.2,798.8,76.3,1.26,1.38,19.08,37.8,0
5805.7,819.8,924.0,228.7,0.46,0.94,21.44,55.4,0
6869.8,807.9,745.1,71.2,2.95,6.02,13.98,47.8,0
4939.7,852.8,1034.6,51.7,0.98,3.66,26.85,46.2,0
7283.3,509.1,593.3,216.9,0.75,4.6,23.3,48.7,0
8474.2,822.2,1122.1,29.9,0.3,4.17,20.62,36.7,0
7605.9,514.7,1191.0,69.9,3.84,7.22,26.8,48.1,0
4905.6,871.7,649.1,111.0,3.3,4.95,14.02,42.4,0
6542.1,374.3,649.0,146.9,0.79,5.29,17.27,69.8,0
4060.3,429.7,940.4,85.4,4.49,5.8,20.14,59.8,0
6858.6,963.7,588.8,124.1,5.7,1.85,17.6,43.3,0
6675.9,690.6,741.6,55.7,1.37,8.44,23.19,48.8,0
3195.3,602.4,1092.6,142.1,4.31,0.66,22.06,35.8,0
4257.3,1054.2,1012.3,103.8,0.48,4.73,24.82,48.1,0
5575.3,865.5,1285.6,205.3,2.89,4.72,20.69,34.6,1
5548.7,974.4,887.6,105.6,1.63,9.95,16.0,40.3,0
4185.8,766.8,715.6,112.1,1.82,5.0,18.77,50.3,0
6583.5,1335.9,861.3,146.2,2.69,2.07,22.32,35.1,0
6377.2,679.1,816.9,38.3,1.61,2.41,18.69,36.1,0
5708.6,1148.9,820.0,46.1,1.74,2.88,20.45,37.4,0
4866.3,787.7,844.8,191.8,1.16,4.27,18.2,43.9,0
7573.1,469.1,645.0,72.9,2.75,4.47,22.05,57.4,0
8483.1,896.6,912.1,167.5,2.55,5.0,22.13,55.6,0
5274.7,863.0,540.1,32.4,1.71,4.07,29.57,41.0,0
5081.7,589.7,692.3,199.0,4.99,5.32,13.48,57.2,0
6736.8,615.6,823.8,237.3,0.79,1.15,21.27,44.6,0
5463.0,795.1,352.9,95.9,1.14,0.2,28.32,46.4,0
5790.9,869.9,1019.2,126.3,1.18,6.76,24.79,44.4,0
7109.5,305.9,398.3,111.8,0.89,0.2,27.6,51.2,0
3136.0,1010.6,997.3,215.7,1.24,3.78,15.75,37.1,0
7977.5,701.1,565.6,12.3,1.07,1.97,20.23,40.7,0
6109.0,533.7,760.9,160.3,0.37,8.4,14.45,55.0,0
5382.8,988.2,964.2,160.0,1.0,8.71,16.57,41.1,0
5866.1,795.3,1333.6,97.9,3.8,4.03,25.63,39.0,0
5943.6,1043.2,875.6,60.4,1.27,3.22,15.33,31.3,0
3403.2,887.6,413.8,65.1,4.84,3.37,18.76,49.7,0
8242.4,799.7,1059.8,194.1,1.18,4.48,16.27,35.3,0
6062.0,769.5,799.0,25.2,2.08,6.14,21.15,59.5,0
6664.5,896.5,865.4,139.7,2.63,12.42,14.09,50.0,0
7427.3,717.3,972.7,80.6,0.97,1.35,20.02,33.0,0
4468.3,629.5,360.4,71.0,2.29,4.6,23.64,46.7,0
6710.2,922.0,851.4,126.3,1.9,3.61,18.59,39.1,0
5598.5,771.1,759.9,216.5,0.74,2.7,25.38,51.1,0
7270.2,806.7,1118.8,152.2,1.73,2.91,22.02,42.4,0
2809.2,1017.9,1010.0,191.4,4.11,3.72,18.63,65.4,0
5851.4,777.2,492.1,148.2,1.31,4.49,17.17,65.1,0
5095.8,803.0,1127.8,170.5,4.89,4.94,24.06,40.3,0
6648.4,680.1,948.9,109.5,1.22,5.25,18.74,43.7,0
6705.1,886.1,509.6,223.0,2.22,0.49,19.51,52.2,0
4938.6,870.0,862.3,125.4,1.31,2.32,28.42,39.8,0
4931.7,980.2,1077.7,136.9,1.92,5.36,24.13,39.9,0
5834.0,684.2,582.9,130.7,1.46,7.6,16.83,31.2,0
4655.0,708.4,1153.1,82.7,4.77,5.19,20.38,32.4,0
7263.0,958.4,517.2,63.2,2.63,3.25,23.97,52.7,0
5446.2,850.4,675.9,27.0,3.69,5.18,17.39,46.0,0
1639.5,618.8,642.6,175.2,3.26,4.64,25.71,38.9,0
5437.8,1061.3,1152.9,76.5,0.31,1.38,21.78,51.5,0
4442.2,460.3,742.0,99.5,2.12,3.56,29.16,26.9,0
3553.1,956.9,594.2,221.6,3.11,4.43,18.9,42.8,0
4143.9,547.0,947.9,140.3,0.97,5.8,22.32,45.2,0
6164.1,1177.2,995.5,32.3,1.57,7.55,17.13,34.4,0
7993.0,491.1,996.9,193.9,0.58,8.47,19.64,50.6,0
6469.8,1030.5,790.3,68.9,4.99,0.2,17.64,53.4,0
5090.2,783.7,906.0,137.1,2.39,3.53,24.13,46.3,0
6683.9,726.7,706.9,127.3,1.88,7.74,13.45,39.5,0
5311.4,837.1,1218.5,64.8,0.87,5.93,8.69,37.6,0
4958.1,926.4,1101.7,36.6,0.74,6.06,21.15,44.9,0
4268.5,619.1,1088.3,58.6,0.8,2.18,20.28,38.4,0
3372.3,636.8,1024.7,32.4,0.61,2.28,16.93,46.2,0
5415.1,929.9,964.3,73.4,1.39,5.65,20.42,54.7,0
6237.1,458.5,576.2,239.4,3.04,2.8,12.19,51.5,0
5855.1,683.2,989.3,102.5,2.21,1.16,26.29,42.6,0
5376.0,1408.1,875.1,208.7,1.61,4.25,16.86,49.1,0
4581.4,606.4,1127.9,136.3,1.73,3.52,24.17,45.3,0
6912.4,1029.6,1027.6,163.3,0.98,6.17,15.4,48.0,0
4024.3,682.8,971.1,46.0,0.59,5.03,14.61,46.8,0
7164.0,901.8,479.5,73.2,2.41,8.84,16.24,64.8,0
4496.7,930.9,830.4,127.4,1.77,1.53,20.17,48.6,0
4871.3,1025.8,727.3,212.7,0.48,4.11,23.62,56.1,0
3799.8,759.9,905.5,19.9,4.93,5.41,26.3,33.9,0
5247.9,1197.8,758.6,126.6,0.3,5.32,24.3,52.6,0
7463.0,682.1,789.3,21.7,4.17,4.64,14.36,42.3,0
6773.4,846.8,951.0,115.1,0.44,0.2,19.22,49.0,0
7467.6,849.1,754.9,154.6,1.05,0.2,18.01,46.1,0
6783.2,575.6,876.8,181.3,4.16,1.31,19.67,20.0,0
4344.5,742.8,515.7,41.9,1.77,5.24,21.52,62.3,0
5503.8,832.3,666.9,48.3,1.31,0.2,16.91,32.5,0
4829.7,713.6,994.3,118.1,1.45,5.65,27.89,34.7,0
7995.9,1288.2,579.4,239.5,0.79,3.24,18.29,41.7,0
4204.8,632.3,1124.1,91.9,1.13,3.16,22.99,37.9,0
7340.5,1035.9,1064.4,108.3,1.82,8.86,14.16,38.2,0
7339.4,971.3,791.0,109.5,1.09,8.47,27.91,46.8,0
8744.4,797.2,1509.7,28.6,1.1,2.32,22.69,47.9,0
5385.5,627.0,1123.5,188.1,2.79,5.94,18.81,42.5,0
7068.5,646.3,641.2,68.2,1.69,4.1,21.42,43.2,0
